time, value1, value2
-2.5000E-06,+666.0156250E-03,+166.0156250E-03
-2.4000E-06,+666.0156250E-03,+164.0625000E-03
-2.3000E-06,+666.0156250E-03,+166.0156250E-03
-2.2000E-06,+667.9687500E-03,+166.0156250E-03
-2.1000E-06,+667.9687500E-03,+166.0156250E-03
-2.0000E-06,+669.9218750E-03,+166.0156250E-03
-1.9000E-06,+669.9218750E-03,+164.0625000E-03
-1.8000E-06,+671.8750000E-03,+169.9218750E-03
-1.7000E-06,+671.8750000E-03,+169.9218750E-03
-1.6000E-06,+673.8281250E-03,+169.9218750E-03
-1.5000E-06,+675.7812500E-03,+171.8750000E-03
-1.4000E-06,+673.8281250E-03,+167.9687500E-03
-1.3000E-06,+675.7812500E-03,+167.9687500E-03
-1.2000E-06,+675.7812500E-03,+167.9687500E-03
-1.1000E-06,+675.7812500E-03,+167.9687500E-03
-1.0000E-06,+675.7812500E-03,+169.9218750E-03
-900.0E-09,+673.8281250E-03,+167.9687500E-03
-800.0E-09,+675.7812500E-03,+167.9687500E-03
-700.0E-09,+677.7343750E-03,+167.9687500E-03
-600.0E-09,+677.7343750E-03,+167.9687500E-03
-500.0E-09,+677.7343750E-03,+169.9218750E-03
-400.0E-09,+679.6875000E-03,+167.9687500E-03
-300.0E-09,+677.7343750E-03,+167.9687500E-03
-200.0E-09,+681.6406250E-03,+171.8750000E-03
-100.0E-09,+685.5468750E-03,+275.3906250E-03
+0.0E+00,+804.6875000E-03,+917.9687500E-03
+100.0E-09,+867.1875000E-03,+884.7656250E-03
+200.0E-09,+902.3437500E-03,+826.1718750E-03
+300.0E-09,+927.7343750E-03,+783.2031250E-03
+400.0E-09,+949.2187500E-03,+753.9062500E-03
+500.0E-09,+970.7031250E-03,+726.5625000E-03
+600.0E-09,+994.1406250E-03,+693.3593750E-03
+700.0E-09,+1.0058593750E+00,+664.0625000E-03
+800.0E-09,+1.0195312500E+00,+640.6250000E-03
+900.0E-09,+1.0332031250E+00,+626.9531250E-03
+1.0000E-06,+1.0449218750E+00,+613.2812500E-03
+1.1000E-06,+1.0527343750E+00,+591.7968750E-03
+1.2000E-06,+1.0625000000E+00,+574.2187500E-03
+1.3000E-06,+1.0703125000E+00,+560.5468750E-03
+1.4000E-06,+1.0820312500E+00,+548.8281250E-03
+1.5000E-06,+1.0878906250E+00,+537.1093750E-03
+1.6000E-06,+1.0917968750E+00,+527.3437500E-03
+1.7000E-06,+1.0976562500E+00,+515.6250000E-03
+1.8000E-06,+1.1035156250E+00,+507.8125000E-03
+1.9000E-06,+1.1054687500E+00,+500.0000000E-03
+2.0000E-06,+1.1093750000E+00,+494.1406250E-03
+2.1000E-06,+1.1152343750E+00,+486.3281250E-03
+2.2000E-06,+1.1210937500E+00,+478.5156250E-03
+2.3000E-06,+1.1210937500E+00,+468.7500000E-03
+2.4000E-06,+1.1230468750E+00,+462.8906250E-03
+2.5000E-06,+1.1269531250E+00,+462.8906250E-03
+2.6000E-06,+1.1289062500E+00,+455.0781250E-03
+2.7000E-06,+1.1308593750E+00,+443.3593750E-03
+2.8000E-06,+1.1328125000E+00,+437.5000000E-03
+2.9000E-06,+1.1328125000E+00,+435.5468750E-03
+3.0000E-06,+1.1347656250E+00,+431.6406250E-03
+3.1000E-06,+1.1367187500E+00,+425.7812500E-03
+3.2000E-06,+1.1347656250E+00,+419.9218750E-03
+3.3000E-06,+1.1367187500E+00,+419.9218750E-03
+3.4000E-06,+1.1386718750E+00,+412.1093750E-03
+3.5000E-06,+1.1386718750E+00,+408.2031250E-03
+3.6000E-06,+1.1386718750E+00,+402.3437500E-03
+3.7000E-06,+1.1386718750E+00,+400.3906250E-03
+3.8000E-06,+1.1386718750E+00,+398.4375000E-03
+3.9000E-06,+1.1347656250E+00,+390.6250000E-03
+4.0000E-06,+1.1367187500E+00,+386.7187500E-03
+4.1000E-06,+1.1347656250E+00,+384.7656250E-03
+4.2000E-06,+1.1328125000E+00,+382.8125000E-03
+4.3000E-06,+1.1328125000E+00,+380.8593750E-03
+4.4000E-06,+1.1308593750E+00,+375.0000000E-03
+4.5000E-06,+1.1289062500E+00,+369.1406250E-03
+4.6000E-06,+1.1308593750E+00,+367.1875000E-03
+4.7000E-06,+1.1289062500E+00,+369.1406250E-03
+4.8000E-06,+1.1250000000E+00,+365.2343750E-03
+4.9000E-06,+1.1230468750E+00,+359.3750000E-03
+5.0000E-06,+1.1230468750E+00,+357.4218750E-03
+5.1000E-06,+1.1210937500E+00,+357.4218750E-03
+5.2000E-06,+1.1191406250E+00,+355.4687500E-03
+5.3000E-06,+1.1191406250E+00,+349.6093750E-03
+5.4000E-06,+1.1152343750E+00,+347.6562500E-03
+5.5000E-06,+1.1152343750E+00,+349.6093750E-03
+5.6000E-06,+1.1132812500E+00,+347.6562500E-03
+5.7000E-06,+1.1113281250E+00,+345.7031250E-03
+5.8000E-06,+1.1113281250E+00,+343.7500000E-03
+5.9000E-06,+1.1093750000E+00,+341.7968750E-03
+6.0000E-06,+1.1074218750E+00,+343.7500000E-03
+6.1000E-06,+1.1054687500E+00,+341.7968750E-03
+6.2000E-06,+1.1054687500E+00,+341.7968750E-03
+6.3000E-06,+1.1035156250E+00,+339.8437500E-03
+6.4000E-06,+1.1015625000E+00,+339.8437500E-03
+6.5000E-06,+1.1015625000E+00,+339.8437500E-03
+6.6000E-06,+1.0996093750E+00,+337.8906250E-03
+6.7000E-06,+1.0976562500E+00,+335.9375000E-03
+6.8000E-06,+1.0976562500E+00,+335.9375000E-03
+6.9000E-06,+1.0957031250E+00,+339.8437500E-03
+7.0000E-06,+1.0937500000E+00,+337.8906250E-03
+7.1000E-06,+1.0937500000E+00,+335.9375000E-03
+7.2000E-06,+1.0917968750E+00,+335.9375000E-03
+7.3000E-06,+1.0917968750E+00,+333.9843750E-03
+7.4000E-06,+1.0917968750E+00,+335.9375000E-03
+7.5000E-06,+1.0898437500E+00,+333.9843750E-03
+7.6000E-06,+1.0898437500E+00,+332.0312500E-03
+7.7000E-06,+1.0898437500E+00,+333.9843750E-03
+7.8000E-06,+1.0898437500E+00,+335.9375000E-03
+7.9000E-06,+1.0878906250E+00,+333.9843750E-03
+8.0000E-06,+1.0859375000E+00,+332.0312500E-03
+8.1000E-06,+1.0859375000E+00,+332.0312500E-03
+8.2000E-06,+1.0859375000E+00,+332.0312500E-03
+8.3000E-06,+1.0859375000E+00,+332.0312500E-03
+8.4000E-06,+1.0839843750E+00,+332.0312500E-03
+8.5000E-06,+1.0839843750E+00,+333.9843750E-03
+8.6000E-06,+1.0839843750E+00,+332.0312500E-03
+8.7000E-06,+1.0839843750E+00,+332.0312500E-03
+8.8000E-06,+1.0800781250E+00,+332.0312500E-03
+8.9000E-06,+1.0800781250E+00,+332.0312500E-03
+9.0000E-06,+1.0800781250E+00,+330.0781250E-03
+9.1000E-06,+1.0781250000E+00,+332.0312500E-03
+9.2000E-06,+1.0781250000E+00,+328.1250000E-03
+9.3000E-06,+1.0781250000E+00,+330.0781250E-03
+9.4000E-06,+1.0781250000E+00,+328.1250000E-03
+9.5000E-06,+1.0781250000E+00,+330.0781250E-03
+9.6000E-06,+1.0761718750E+00,+332.0312500E-03
+9.7000E-06,+1.0781250000E+00,+330.0781250E-03
+9.8000E-06,+1.0742187500E+00,+330.0781250E-03
+9.9000E-06,+1.0742187500E+00,+330.0781250E-03
+10.0000E-06,+1.0429687500E+00,+23.4375000E-03
+10.1000E-06,+912.1093750E-03,-556.6406250E-03
+10.2000E-06,+832.0312500E-03,-589.8437500E-03
+10.3000E-06,+781.2500000E-03,-546.8750000E-03
+10.4000E-06,+738.2812500E-03,-503.9062500E-03
+10.5000E-06,+705.0781250E-03,-464.8437500E-03
+10.6000E-06,+677.7343750E-03,-431.6406250E-03
+10.7000E-06,+652.3437500E-03,-388.6718750E-03
+10.8000E-06,+628.9062500E-03,-355.4687500E-03
+10.9000E-06,+611.3281250E-03,-328.1250000E-03
+11.0000E-06,+595.7031250E-03,-302.7343750E-03
+11.1000E-06,+580.0781250E-03,-277.3437500E-03
+11.2000E-06,+566.4062500E-03,-250.0000000E-03
+11.3000E-06,+558.5937500E-03,-224.6093750E-03
+11.4000E-06,+544.9218750E-03,-203.1250000E-03
+11.5000E-06,+537.1093750E-03,-181.6406250E-03
+11.6000E-06,+529.2968750E-03,-162.1093750E-03
+11.7000E-06,+521.4843750E-03,-136.7187500E-03
+11.8000E-06,+517.5781250E-03,-111.3281250E-03
+11.9000E-06,+511.7187500E-03,-87.8906250E-03
+12.0000E-06,+511.7187500E-03,-58.5937500E-03
+12.1000E-06,+521.4843750E-03,+39.0625000E-03
+12.2000E-06,+548.8281250E-03,+142.5781250E-03
+12.3000E-06,+558.5937500E-03,+140.6250000E-03
+12.4000E-06,+562.5000000E-03,+140.6250000E-03
+12.5000E-06,+566.4062500E-03,+144.5312500E-03
+12.6000E-06,+574.2187500E-03,+146.4843750E-03
+12.7000E-06,+582.0312500E-03,+156.2500000E-03
+12.8000E-06,+583.9843750E-03,+146.4843750E-03
+12.9000E-06,+587.8906250E-03,+146.4843750E-03
+13.0000E-06,+589.8437500E-03,+146.4843750E-03
+13.1000E-06,+591.7968750E-03,+150.3906250E-03
+13.2000E-06,+591.7968750E-03,+146.4843750E-03
+13.3000E-06,+597.6562500E-03,+150.3906250E-03
+13.4000E-06,+601.5625000E-03,+146.4843750E-03
+13.5000E-06,+603.5156250E-03,+148.4375000E-03
+13.6000E-06,+609.3750000E-03,+158.2031250E-03
+13.7000E-06,+607.4218750E-03,+144.5312500E-03
+13.8000E-06,+611.3281250E-03,+154.2968750E-03
+13.9000E-06,+613.2812500E-03,+152.3437500E-03
+14.0000E-06,+615.2343750E-03,+162.1093750E-03
+14.1000E-06,+619.1406250E-03,+152.3437500E-03
+14.2000E-06,+621.0937500E-03,+162.1093750E-03
+14.3000E-06,+623.0468750E-03,+160.1562500E-03
+14.4000E-06,+625.0000000E-03,+154.2968750E-03
+14.5000E-06,+625.0000000E-03,+156.2500000E-03
+14.6000E-06,+628.9062500E-03,+160.1562500E-03
+14.7000E-06,+626.9531250E-03,+148.4375000E-03
+14.8000E-06,+626.9531250E-03,+150.3906250E-03
+14.9000E-06,+630.8593750E-03,+162.1093750E-03
+15.0000E-06,+636.7187500E-03,+164.0625000E-03
+15.1000E-06,+636.7187500E-03,+158.2031250E-03
+15.2000E-06,+634.7656250E-03,+154.2968750E-03
+15.3000E-06,+638.6718750E-03,+160.1562500E-03
+15.4000E-06,+638.6718750E-03,+158.2031250E-03
+15.5000E-06,+646.4843750E-03,+171.8750000E-03
+15.6000E-06,+644.5312500E-03,+150.3906250E-03
+15.7000E-06,+644.5312500E-03,+162.1093750E-03
+15.8000E-06,+648.4375000E-03,+164.0625000E-03
+15.9000E-06,+650.3906250E-03,+171.8750000E-03
+16.0000E-06,+646.4843750E-03,+152.3437500E-03
+16.1000E-06,+644.5312500E-03,+150.3906250E-03
+16.2000E-06,+648.4375000E-03,+167.9687500E-03
+16.3000E-06,+652.3437500E-03,+166.0156250E-03
+16.4000E-06,+652.3437500E-03,+160.1562500E-03
+16.5000E-06,+652.3437500E-03,+160.1562500E-03
+16.6000E-06,+656.2500000E-03,+164.0625000E-03
+16.7000E-06,+658.2031250E-03,+167.9687500E-03
+16.8000E-06,+658.2031250E-03,+164.0625000E-03
+16.9000E-06,+662.1093750E-03,+166.0156250E-03
+17.0000E-06,+662.1093750E-03,+160.1562500E-03
+17.1000E-06,+662.1093750E-03,+166.0156250E-03
+17.2000E-06,+664.0625000E-03,+171.8750000E-03
+17.3000E-06,+666.0156250E-03,+166.0156250E-03
+17.4000E-06,+664.0625000E-03,+160.1562500E-03
+17.5000E-06,+664.0625000E-03,+164.0625000E-03
+17.6000E-06,+667.9687500E-03,+171.8750000E-03
+17.7000E-06,+666.0156250E-03,+164.0625000E-03
+17.8000E-06,+667.9687500E-03,+166.0156250E-03
+17.9000E-06,+671.8750000E-03,+177.7343750E-03
+18.0000E-06,+671.8750000E-03,+166.0156250E-03
+18.1000E-06,+671.8750000E-03,+166.0156250E-03
+18.2000E-06,+669.9218750E-03,+166.0156250E-03
+18.3000E-06,+669.9218750E-03,+166.0156250E-03
+18.4000E-06,+669.9218750E-03,+164.0625000E-03
+18.5000E-06,+671.8750000E-03,+164.0625000E-03
+18.6000E-06,+671.8750000E-03,+169.9218750E-03
+18.7000E-06,+671.8750000E-03,+167.9687500E-03
+18.8000E-06,+673.8281250E-03,+171.8750000E-03
+18.9000E-06,+675.7812500E-03,+167.9687500E-03
+19.0000E-06,+673.8281250E-03,+166.0156250E-03
+19.1000E-06,+671.8750000E-03,+164.0625000E-03
+19.2000E-06,+677.7343750E-03,+173.8281250E-03
+19.3000E-06,+677.7343750E-03,+164.0625000E-03
+19.4000E-06,+677.7343750E-03,+166.0156250E-03
+19.5000E-06,+675.7812500E-03,+167.9687500E-03
+19.6000E-06,+675.7812500E-03,+164.0625000E-03
+19.7000E-06,+673.8281250E-03,+164.0625000E-03
+19.8000E-06,+675.7812500E-03,+167.9687500E-03
+19.9000E-06,+683.5937500E-03,+275.3906250E-03
+20.0000E-06,+802.7343750E-03,+917.9687500E-03
+20.1000E-06,+865.2343750E-03,+884.7656250E-03
+20.2000E-06,+900.3906250E-03,+822.2656250E-03
+20.3000E-06,+927.7343750E-03,+783.2031250E-03
+20.4000E-06,+947.2656250E-03,+755.8593750E-03
+20.5000E-06,+970.7031250E-03,+726.5625000E-03
+20.6000E-06,+990.2343750E-03,+693.3593750E-03
+20.7000E-06,+1.0039062500E+00,+664.0625000E-03
+20.8000E-06,+1.0195312500E+00,+640.6250000E-03
+20.9000E-06,+1.0312500000E+00,+625.0000000E-03
+21.0000E-06,+1.0429687500E+00,+611.3281250E-03
+21.1000E-06,+1.0527343750E+00,+591.7968750E-03
+21.2000E-06,+1.0625000000E+00,+574.2187500E-03
+21.3000E-06,+1.0683593750E+00,+560.5468750E-03
+21.4000E-06,+1.0781250000E+00,+550.7812500E-03
+21.5000E-06,+1.0859375000E+00,+539.0625000E-03
+21.6000E-06,+1.0937500000E+00,+521.4843750E-03
+21.7000E-06,+1.0976562500E+00,+513.6718750E-03
+21.8000E-06,+1.1015625000E+00,+507.8125000E-03
+21.9000E-06,+1.1074218750E+00,+501.9531250E-03
+22.0000E-06,+1.1113281250E+00,+494.1406250E-03
+22.1000E-06,+1.1152343750E+00,+486.3281250E-03
+22.2000E-06,+1.1191406250E+00,+476.5625000E-03
+22.3000E-06,+1.1230468750E+00,+474.6093750E-03
+22.4000E-06,+1.1250000000E+00,+470.7031250E-03
+22.5000E-06,+1.1269531250E+00,+462.8906250E-03
+22.6000E-06,+1.1289062500E+00,+455.0781250E-03
+22.7000E-06,+1.1308593750E+00,+449.2187500E-03
+22.8000E-06,+1.1308593750E+00,+441.4062500E-03
+22.9000E-06,+1.1328125000E+00,+439.4531250E-03
+23.0000E-06,+1.1347656250E+00,+431.6406250E-03
+23.1000E-06,+1.1347656250E+00,+427.7343750E-03
+23.2000E-06,+1.1367187500E+00,+423.8281250E-03
+23.3000E-06,+1.1367187500E+00,+416.0156250E-03
+23.4000E-06,+1.1367187500E+00,+414.0625000E-03
+23.5000E-06,+1.1367187500E+00,+408.2031250E-03
+23.6000E-06,+1.1347656250E+00,+402.3437500E-03
+23.7000E-06,+1.1347656250E+00,+398.4375000E-03
+23.8000E-06,+1.1347656250E+00,+396.4843750E-03
+23.9000E-06,+1.1328125000E+00,+392.5781250E-03
+24.0000E-06,+1.1328125000E+00,+388.6718750E-03
+24.1000E-06,+1.1328125000E+00,+384.7656250E-03
+24.2000E-06,+1.1328125000E+00,+380.8593750E-03
+24.3000E-06,+1.1289062500E+00,+380.8593750E-03
+24.4000E-06,+1.1289062500E+00,+375.0000000E-03
+24.5000E-06,+1.1269531250E+00,+371.0937500E-03
+24.6000E-06,+1.1250000000E+00,+367.1875000E-03
+24.7000E-06,+1.1250000000E+00,+363.2812500E-03
+24.8000E-06,+1.1230468750E+00,+359.3750000E-03
+24.9000E-06,+1.1230468750E+00,+359.3750000E-03
+25.0000E-06,+1.1230468750E+00,+357.4218750E-03
+25.1000E-06,+1.1230468750E+00,+357.4218750E-03
+25.2000E-06,+1.1210937500E+00,+355.4687500E-03
+25.3000E-06,+1.1191406250E+00,+353.5156250E-03
+25.4000E-06,+1.1171875000E+00,+353.5156250E-03
+25.5000E-06,+1.1152343750E+00,+351.5625000E-03
+25.6000E-06,+1.1152343750E+00,+351.5625000E-03
+25.7000E-06,+1.1152343750E+00,+349.6093750E-03
+25.8000E-06,+1.1113281250E+00,+347.6562500E-03
+25.9000E-06,+1.1093750000E+00,+345.7031250E-03
+26.0000E-06,+1.1093750000E+00,+345.7031250E-03
+26.1000E-06,+1.1054687500E+00,+345.7031250E-03
+26.2000E-06,+1.1054687500E+00,+339.8437500E-03
+26.3000E-06,+1.1035156250E+00,+337.8906250E-03
+26.4000E-06,+1.1015625000E+00,+341.7968750E-03
+26.5000E-06,+1.1015625000E+00,+341.7968750E-03
+26.6000E-06,+1.0996093750E+00,+339.8437500E-03
+26.7000E-06,+1.0996093750E+00,+337.8906250E-03
+26.8000E-06,+1.0957031250E+00,+339.8437500E-03
+26.9000E-06,+1.0957031250E+00,+337.8906250E-03
+27.0000E-06,+1.0937500000E+00,+337.8906250E-03
+27.1000E-06,+1.0957031250E+00,+335.9375000E-03
+27.2000E-06,+1.0917968750E+00,+332.0312500E-03
+27.3000E-06,+1.0878906250E+00,+335.9375000E-03
+27.4000E-06,+1.0917968750E+00,+337.8906250E-03
+27.5000E-06,+1.0917968750E+00,+337.8906250E-03
+27.6000E-06,+1.0878906250E+00,+332.0312500E-03
+27.7000E-06,+1.0859375000E+00,+330.0781250E-03
+27.8000E-06,+1.0878906250E+00,+337.8906250E-03
+27.9000E-06,+1.0859375000E+00,+335.9375000E-03
+28.0000E-06,+1.0878906250E+00,+333.9843750E-03
+28.1000E-06,+1.0839843750E+00,+326.1718750E-03
+28.2000E-06,+1.0800781250E+00,+330.0781250E-03
+28.3000E-06,+1.0820312500E+00,+337.8906250E-03
+28.4000E-06,+1.0859375000E+00,+333.9843750E-03
+28.5000E-06,+1.0820312500E+00,+326.1718750E-03
+28.6000E-06,+1.0781250000E+00,+326.1718750E-03
+28.7000E-06,+1.0800781250E+00,+332.0312500E-03
+28.8000E-06,+1.0800781250E+00,+335.9375000E-03
+28.9000E-06,+1.0800781250E+00,+328.1250000E-03
+29.0000E-06,+1.0781250000E+00,+324.2187500E-03
+29.1000E-06,+1.0781250000E+00,+328.1250000E-03
+29.2000E-06,+1.0781250000E+00,+333.9843750E-03
+29.3000E-06,+1.0800781250E+00,+335.9375000E-03
+29.4000E-06,+1.0761718750E+00,+332.0312500E-03
+29.5000E-06,+1.0742187500E+00,+328.1250000E-03
+29.6000E-06,+1.0742187500E+00,+330.0781250E-03
+29.7000E-06,+1.0761718750E+00,+333.9843750E-03
+29.8000E-06,+1.0761718750E+00,+332.0312500E-03
+29.9000E-06,+1.0761718750E+00,+330.0781250E-03
+30.0000E-06,+1.0410156250E+00,+23.4375000E-03
+30.1000E-06,+912.1093750E-03,-558.5937500E-03
+30.2000E-06,+832.0312500E-03,-587.8906250E-03
+30.3000E-06,+781.2500000E-03,-546.8750000E-03
+30.4000E-06,+736.3281250E-03,-507.8125000E-03
+30.5000E-06,+705.0781250E-03,-464.8437500E-03
+30.6000E-06,+677.7343750E-03,-429.6875000E-03
+30.7000E-06,+652.3437500E-03,-390.6250000E-03
+30.8000E-06,+630.8593750E-03,-355.4687500E-03
+30.9000E-06,+613.2812500E-03,-330.0781250E-03
+31.0000E-06,+591.7968750E-03,-300.7812500E-03
+31.1000E-06,+582.0312500E-03,-275.3906250E-03
+31.2000E-06,+568.3593750E-03,-250.0000000E-03
+31.3000E-06,+556.6406250E-03,-224.6093750E-03
+31.4000E-06,+544.9218750E-03,-205.0781250E-03
+31.5000E-06,+537.1093750E-03,-183.5937500E-03
+31.6000E-06,+527.3437500E-03,-162.1093750E-03
+31.7000E-06,+521.4843750E-03,-136.7187500E-03
+31.8000E-06,+517.5781250E-03,-113.2812500E-03
+31.9000E-06,+513.6718750E-03,-89.8437500E-03
+32.0000E-06,+513.6718750E-03,-58.5937500E-03
+32.1000E-06,+523.4375000E-03,+48.8281250E-03
+32.2000E-06,+546.8750000E-03,+140.6250000E-03
+32.3000E-06,+554.6875000E-03,+138.6718750E-03
+32.4000E-06,+564.4531250E-03,+142.5781250E-03
+32.5000E-06,+572.2656250E-03,+142.5781250E-03
+32.6000E-06,+572.2656250E-03,+144.5312500E-03
+32.7000E-06,+578.1250000E-03,+146.4843750E-03
+32.8000E-06,+582.0312500E-03,+150.3906250E-03
+32.9000E-06,+585.9375000E-03,+148.4375000E-03
+33.0000E-06,+589.8437500E-03,+148.4375000E-03
+33.1000E-06,+593.7500000E-03,+150.3906250E-03
+33.2000E-06,+597.6562500E-03,+152.3437500E-03
+33.3000E-06,+599.6093750E-03,+152.3437500E-03
+33.4000E-06,+603.5156250E-03,+152.3437500E-03
+33.5000E-06,+603.5156250E-03,+152.3437500E-03
+33.6000E-06,+609.3750000E-03,+154.2968750E-03
+33.7000E-06,+609.3750000E-03,+154.2968750E-03
+33.8000E-06,+611.3281250E-03,+152.3437500E-03
+33.9000E-06,+613.2812500E-03,+154.2968750E-03
+34.0000E-06,+617.1875000E-03,+156.2500000E-03
+34.1000E-06,+619.1406250E-03,+156.2500000E-03
+34.2000E-06,+623.0468750E-03,+156.2500000E-03
+34.3000E-06,+623.0468750E-03,+158.2031250E-03
+34.4000E-06,+625.0000000E-03,+158.2031250E-03
+34.5000E-06,+625.0000000E-03,+154.2968750E-03
+34.6000E-06,+628.9062500E-03,+160.1562500E-03
+34.7000E-06,+628.9062500E-03,+156.2500000E-03
+34.8000E-06,+628.9062500E-03,+154.2968750E-03
+34.9000E-06,+632.8125000E-03,+158.2031250E-03
+35.0000E-06,+632.8125000E-03,+160.1562500E-03
+35.1000E-06,+636.7187500E-03,+160.1562500E-03
+35.2000E-06,+636.7187500E-03,+156.2500000E-03
+35.3000E-06,+636.7187500E-03,+160.1562500E-03
+35.4000E-06,+640.6250000E-03,+160.1562500E-03
+35.5000E-06,+640.6250000E-03,+162.1093750E-03
+35.6000E-06,+640.6250000E-03,+158.2031250E-03
+35.7000E-06,+644.5312500E-03,+160.1562500E-03
+35.8000E-06,+646.4843750E-03,+164.0625000E-03
+35.9000E-06,+646.4843750E-03,+162.1093750E-03
+36.0000E-06,+646.4843750E-03,+162.1093750E-03
+36.1000E-06,+648.4375000E-03,+162.1093750E-03
+36.2000E-06,+648.4375000E-03,+162.1093750E-03
+36.3000E-06,+650.3906250E-03,+162.1093750E-03
+36.4000E-06,+652.3437500E-03,+160.1562500E-03
+36.5000E-06,+652.3437500E-03,+164.0625000E-03
+36.6000E-06,+654.2968750E-03,+164.0625000E-03
+36.7000E-06,+656.2500000E-03,+160.1562500E-03
+36.8000E-06,+656.2500000E-03,+164.0625000E-03
+36.9000E-06,+658.2031250E-03,+166.0156250E-03
+37.0000E-06,+660.1562500E-03,+164.0625000E-03
+37.1000E-06,+660.1562500E-03,+164.0625000E-03
+37.2000E-06,+664.0625000E-03,+166.0156250E-03
+37.3000E-06,+662.1093750E-03,+167.9687500E-03
+37.4000E-06,+666.0156250E-03,+166.0156250E-03
+37.5000E-06,+666.0156250E-03,+164.0625000E-03
+37.6000E-06,+666.0156250E-03,+166.0156250E-03
+37.7000E-06,+666.0156250E-03,+166.0156250E-03
+37.8000E-06,+667.9687500E-03,+167.9687500E-03
+37.9000E-06,+669.9218750E-03,+167.9687500E-03
+38.0000E-06,+669.9218750E-03,+167.9687500E-03
+38.1000E-06,+669.9218750E-03,+166.0156250E-03
+38.2000E-06,+671.8750000E-03,+167.9687500E-03
+38.3000E-06,+671.8750000E-03,+166.0156250E-03
+38.4000E-06,+671.8750000E-03,+167.9687500E-03
+38.5000E-06,+673.8281250E-03,+167.9687500E-03
+38.6000E-06,+671.8750000E-03,+167.9687500E-03
+38.7000E-06,+673.8281250E-03,+166.0156250E-03
+38.8000E-06,+673.8281250E-03,+167.9687500E-03
+38.9000E-06,+673.8281250E-03,+169.9218750E-03
+39.0000E-06,+675.7812500E-03,+167.9687500E-03
+39.1000E-06,+675.7812500E-03,+167.9687500E-03
+39.2000E-06,+675.7812500E-03,+167.9687500E-03
+39.3000E-06,+673.8281250E-03,+169.9218750E-03
+39.4000E-06,+675.7812500E-03,+169.9218750E-03
+39.5000E-06,+677.7343750E-03,+167.9687500E-03
+39.6000E-06,+677.7343750E-03,+169.9218750E-03
+39.7000E-06,+677.7343750E-03,+167.9687500E-03
+39.8000E-06,+677.7343750E-03,+167.9687500E-03
+39.9000E-06,+683.5937500E-03,+269.5312500E-03
+40.0000E-06,+800.7812500E-03,+919.9218750E-03
+40.1000E-06,+865.2343750E-03,+882.8125000E-03
+40.2000E-06,+896.4843750E-03,+824.2187500E-03
+40.3000E-06,+925.7812500E-03,+785.1562500E-03
+40.4000E-06,+947.2656250E-03,+753.9062500E-03
+40.5000E-06,+968.7500000E-03,+726.5625000E-03
+40.6000E-06,+990.2343750E-03,+691.4062500E-03
+40.7000E-06,+1.0058593750E+00,+666.0156250E-03
+40.8000E-06,+1.0195312500E+00,+640.6250000E-03
+40.9000E-06,+1.0332031250E+00,+626.9531250E-03
+41.0000E-06,+1.0429687500E+00,+609.3750000E-03
+41.1000E-06,+1.0527343750E+00,+589.8437500E-03
+41.2000E-06,+1.0625000000E+00,+572.2656250E-03
+41.3000E-06,+1.0703125000E+00,+558.5937500E-03
+41.4000E-06,+1.0800781250E+00,+546.8750000E-03
+41.5000E-06,+1.0859375000E+00,+537.1093750E-03
+41.6000E-06,+1.0917968750E+00,+523.4375000E-03
+41.7000E-06,+1.0976562500E+00,+515.6250000E-03
+41.8000E-06,+1.1015625000E+00,+507.8125000E-03
+41.9000E-06,+1.1054687500E+00,+500.0000000E-03
+42.0000E-06,+1.1132812500E+00,+494.1406250E-03
+42.1000E-06,+1.1171875000E+00,+484.3750000E-03
+42.2000E-06,+1.1210937500E+00,+480.4687500E-03
+42.3000E-06,+1.1210937500E+00,+470.7031250E-03
+42.4000E-06,+1.1250000000E+00,+466.7968750E-03
+42.5000E-06,+1.1289062500E+00,+460.9375000E-03
+42.6000E-06,+1.1289062500E+00,+453.1250000E-03
+42.7000E-06,+1.1308593750E+00,+449.2187500E-03
+42.8000E-06,+1.1347656250E+00,+441.4062500E-03
+42.9000E-06,+1.1347656250E+00,+439.4531250E-03
+43.0000E-06,+1.1367187500E+00,+433.5937500E-03
+43.1000E-06,+1.1347656250E+00,+427.7343750E-03
+43.2000E-06,+1.1347656250E+00,+421.8750000E-03
+43.3000E-06,+1.1367187500E+00,+417.9687500E-03
+43.4000E-06,+1.1367187500E+00,+416.0156250E-03
+43.5000E-06,+1.1347656250E+00,+410.1562500E-03
+43.6000E-06,+1.1347656250E+00,+404.2968750E-03
+43.7000E-06,+1.1367187500E+00,+400.3906250E-03
+43.8000E-06,+1.1367187500E+00,+396.4843750E-03
+43.9000E-06,+1.1347656250E+00,+392.5781250E-03
+44.0000E-06,+1.1347656250E+00,+388.6718750E-03
+44.1000E-06,+1.1328125000E+00,+382.8125000E-03
+44.2000E-06,+1.1328125000E+00,+380.8593750E-03
+44.3000E-06,+1.1308593750E+00,+378.9062500E-03
+44.4000E-06,+1.1308593750E+00,+376.9531250E-03
+44.5000E-06,+1.1289062500E+00,+369.1406250E-03
+44.6000E-06,+1.1269531250E+00,+367.1875000E-03
+44.7000E-06,+1.1269531250E+00,+367.1875000E-03
+44.8000E-06,+1.1250000000E+00,+363.2812500E-03
+44.9000E-06,+1.1250000000E+00,+361.3281250E-03
